id_propiedad,ciudad,barrio_distrito,tipo_operacion,tipo_inmueble,precio,superficie_m2,habitaciones,baños,estado,año_construccion,planta,ascensor,terraza,piscina,garaje,trastero,distancia_centro_km,fecha_publicacion,rango_m2,precio_m2
5805,Málaga,La Malagueta,Venta,Piso,449086.0,128.2,4.0,2.0,Buen estado,1994-01-01,6,True,False,False,True,True,6.07,,120-160,3503.01
5806,Málaga,Málaga-Centro,Venta,Piso,196515.0,70.0,2.0,1.0,Buen estado,1964-01-01,Bajo,False,False,False,True,True,8.16,2024-12-25,40-80,2807.36
5807,Málaga,Málaga-Centro,Venta,Piso,264486.0,77.5,2.0,1.0,Obra nueva,2020-01-01,3,True,True,True,True,True,5.43,2024-10-29,40-80,3412.72
5808,Málaga,El Palo,Venta,Sin_clasificar,,,1.0,1.0,Buen estado,1996-01-01,8,True,False,False,False,True,6.69,2024-12-30,,
5809,Málaga,La Malagueta,Venta,Piso,343030.0,87.4,3.0,2.0,Buen estado,1994-01-01,3,True,False,True,False,True,2.65,2024-12-05,80-120,3924.83
5810,Málaga,El Palo,Venta,Ático,198352.0,60.6,2.0,1.0,Obra nueva,2022-01-01,Ático,True,True,True,True,False,3.66,2024-12-10,40-80,3273.14
5811,Málaga,Málaga-Centro,Venta,Piso,294739.0,95.7,3.0,2.0,Buen estado,1986-01-01,8,True,False,True,False,False,4.73,2025-02-15,80-120,3079.82
5812,Málaga,Pedregalejo,Venta,Piso,201085.0,61.4,2.0,1.0,Buen estado,1991-01-01,5,True,True,False,True,True,,2025-01-12,40-80,3275.0
5813,Málaga,La Malagueta,Venta,Piso,397630.0,95.4,3.0,2.0,Buen estado,1977-01-01,3,True,False,False,True,False,3.07,2024-11-22,80-120,4168.03
5814,Málaga,Málaga-Centro,Venta,Sin_clasificar,,,3.0,4.0,Buen estado,1999-01-01,3,False,False,False,False,True,3.79,2025-04-02,,
5815,Málaga,La Malagueta,Alquiler,Piso,279827.0,100.5,3.0,2.0,Buen estado,1980-01-01,7,True,True,False,False,False,3.64,2025-03-08,80-120,2784.35
5816,Málaga,Málaga-Centro,Venta,Piso,,77.6,2.0,1.0,Buen estado,1989-01-01,3,False,True,False,False,True,3.42,2025-02-25,40-80,
5817,Málaga,El Palo,Venta,Piso,302813.0,71.8,2.0,1.0,A reformar,2002-01-01,1,True,False,True,True,False,3.74,2025-03-01,40-80,4217.45
5818,Málaga,La Malagueta,Venta,Piso,164064.0,53.2,2.0,1.0,Reformado,1951-01-01,8,False,True,False,True,True,5.16,2024-11-03,40-80,3083.91
5819,Málaga,El Palo,Alquiler,Piso,335988.0,83.8,3.0,2.0,Buen estado,1971-01-01,4,True,False,False,False,False,3.91,2024-11-12,80-120,4009.4
5820,Málaga,Málaga-Centro,Venta,Piso,258069.0,77.4,2.0,1.0,Buen estado,1981-01-01,2,True,False,True,False,True,1.88,2024-12-23,40-80,3334.22
5821,Málaga,La Malagueta,Alquiler,Piso,165865.0,49.0,2.0,1.0,Buen estado,1975-01-01,4,False,True,False,True,False,7.45,,40-80,3385.0
5822,Málaga,El Palo,Venta,Ático,178960.0,75.7,2.0,1.0,Buen estado,1995-01-01,Ático,True,True,False,True,False,5.1,2025-03-01,40-80,2364.07
5823,Málaga,La Malagueta,Alquiler,Piso,440187.0,105.7,3.0,2.0,Obra nueva,2022-01-01,6,True,False,True,True,False,,2025-01-21,80-120,4164.49
5824,Málaga,La Malagueta,Venta,Piso,361186.0,108.0,3.0,2.0,Buen estado,1961-01-01,1,True,False,False,False,True,5.11,2025-04-01,80-120,3344.31
5825,Málaga,El Palo,Venta,Piso,387332.0,101.4,3.0,2.0,Buen estado,1987-01-01,9,False,True,True,False,False,6.97,2024-11-21,80-120,3819.84
5826,Málaga,Pedregalejo,Venta,Piso,367185.0,92.1,3.0,2.0,Buen estado,1989-01-01,4,False,True,False,False,False,6.11,2025-01-15,80-120,3986.81
5827,Málaga,La Malagueta,Alquiler,Piso,,117.1,3.0,2.0,Obra nueva,2019-01-01,1,True,True,False,False,True,4.67,2024-12-31,80-120,
5828,Málaga,Pedregalejo,Alquiler,Piso,318703.0,83.1,3.0,2.0,Buen estado,1971-01-01,3,True,False,False,True,False,3.26,2025-03-15,80-120,3835.17
5829,Málaga,Pedregalejo,Venta,Piso,337731.0,86.9,3.0,2.0,Buen estado,2020-01-01,9,False,False,False,False,False,5.05,2024-10-11,80-120,3886.43
5830,Málaga,El Palo,Venta,Piso,318604.0,76.5,2.0,1.0,Buen estado,1996-01-01,6,True,False,False,True,True,2.5,2025-03-28,40-80,4164.76
5831,Málaga,Málaga-Centro,Alquiler,Piso,264559.0,69.5,2.0,1.0,A reformar,1982-01-01,2,False,True,True,True,False,4.93,2024-11-13,40-80,3806.6
5832,Málaga,La Malagueta,Venta,Ático,196211.0,53.1,2.0,1.0,Buen estado,1996-01-01,Ático,False,True,False,True,False,6.2,2024-11-12,40-80,3695.12
5833,Málaga,Pedregalejo,Venta,Piso,437899.0,117.0,3.0,2.0,Buen estado,2000-01-01,Bajo,False,True,True,True,False,6.75,,80-120,3742.73
5834,Málaga,El Palo,Venta,Piso,222587.0,55.8,2.0,1.0,Buen estado,1983-01-01,4,True,True,False,True,False,4.98,2024-10-22,40-80,3989.01
5835,Málaga,El Palo,Venta,Piso,208051.0,67.1,2.0,1.0,Buen estado,1993-01-01,7,True,False,False,True,False,6.55,,40-80,3100.61
5836,Málaga,Pedregalejo,Venta,Piso,153688.0,45.6,2.0,1.0,Reformado,1984-01-01,5,True,True,True,True,False,5.3,2024-12-31,40-80,3370.35
5837,Málaga,El Palo,Venta,Piso,245097.0,86.6,3.0,2.0,Buen estado,1972-01-01,7,False,False,True,False,False,2.22,2025-03-27,80-120,2830.22
5838,Málaga,El Palo,Venta,Piso,350784.0,84.8,3.0,2.0,Obra nueva,2020-01-01,7,False,True,True,True,False,6.2,2025-02-14,80-120,4136.6
5839,Málaga,El Palo,Venta,Piso,352524.0,105.8,3.0,2.0,Reformado,2000-01-01,5,False,True,False,False,False,5.78,2024-10-26,80-120,3331.98
5840,Málaga,La Malagueta,Alquiler,Piso,319339.0,113.2,3.0,2.0,Buen estado,1981-01-01,6,False,True,False,False,True,3.59,2024-12-14,80-120,2821.02
5841,Málaga,Pedregalejo,Alquiler,Piso,216748.0,56.7,2.0,1.0,A reformar,1963-01-01,3,False,False,False,True,False,4.56,2024-11-20,40-80,3822.72
5842,Málaga,El Palo,Venta,Sin_clasificar,,,2.0,1.0,Buen estado,1994-01-01,6,True,False,False,True,True,5.99,2025-01-07,,
5843,Málaga,La Malagueta,Alquiler,Piso,273163.0,68.6,2.0,1.0,Buen estado,1971-01-01,Bajo,True,False,True,False,False,4.99,2024-12-22,40-80,3981.97
5844,Málaga,La Malagueta,Venta,Piso,303917.0,77.8,2.0,1.0,Buen estado,2000-01-01,4,True,True,False,False,True,2.47,2025-02-02,40-80,3906.39
5845,Málaga,Málaga-Centro,Alquiler,Piso,350001.0,98.1,3.0,2.0,Buen estado,1970-01-01,1,True,False,True,False,True,4.95,2025-03-19,80-120,3567.8
5846,Málaga,Málaga-Centro,Venta,Ático,157014.0,37.2,0.0,1.0,Buen estado,1979-01-01,Ático,True,False,False,False,True,3.39,2024-10-14,0-40,4220.81
5847,Málaga,Pedregalejo,Venta,Piso,329712.0,97.7,3.0,2.0,Buen estado,1966-01-01,5,True,False,False,True,False,4.44,2025-02-26,80-120,3374.74
5848,Málaga,Pedregalejo,Venta,Piso,149302.0,50.9,2.0,1.0,Buen estado,1997-01-01,3,True,False,True,False,False,5.49,2024-11-25,40-80,2933.24
5849,Málaga,La Malagueta,Alquiler,Piso,,113.4,3.0,2.0,Reformado,1998-01-01,6,True,False,False,False,False,6.19,,80-120,
5850,Málaga,La Malagueta,Venta,Piso,239716.0,61.2,2.0,1.0,Buen estado,2019-01-01,Bajo,False,False,True,False,True,4.62,2024-12-19,40-80,3916.93
5851,Málaga,La Malagueta,Venta,Sin_clasificar,,,5.0,1.0,Buen estado,1967-01-01,Bajo,True,False,False,False,True,5.48,2025-02-15,,
5852,Málaga,Málaga-Centro,Alquiler,Piso,428150.0,120.3,4.0,2.0,Buen estado,1993-01-01,2,True,True,False,True,True,3.89,2024-11-10,120-160,3559.02
5853,Málaga,Málaga-Centro,Venta,Ático,275564.0,77.5,2.0,1.0,Reformado,1993-01-01,Ático,True,True,True,True,True,3.38,2024-12-23,40-80,3555.66
5854,Málaga,El Palo,Venta,Piso,406932.0,107.7,3.0,2.0,Buen estado,2005-01-01,2,True,True,False,False,False,5.38,2025-02-07,80-120,3778.38
5855,Málaga,Málaga-Centro,Alquiler,Piso,391315.0,96.0,3.0,2.0,Buen estado,1986-01-01,1,False,True,False,False,False,6.32,2024-11-06,80-120,4076.2
5856,Málaga,Pedregalejo,Venta,Piso,262381.0,57.7,2.0,1.0,Buen estado,1986-01-01,3,False,False,False,True,True,3.62,2024-10-20,40-80,4547.33
5857,Málaga,Pedregalejo,Alquiler,Piso,360465.0,94.5,3.0,2.0,Buen estado,1980-01-01,5,True,False,True,True,True,3.71,2024-11-09,80-120,3814.44
5858,Málaga,La Malagueta,Venta,Piso,209867.0,60.9,2.0,1.0,Buen estado,1993-01-01,2,True,True,False,False,False,4.8,2024-11-13,40-80,3446.09
5859,Málaga,Málaga-Centro,Venta,Piso,272340.0,74.0,2.0,1.0,Buen estado,1975-01-01,3,True,False,False,False,False,4.07,2025-02-03,40-80,3680.27
5860,Málaga,Málaga-Centro,Venta,Piso,161384.0,60.4,2.0,1.0,A reformar,1972-01-01,2,False,True,False,False,True,5.63,2024-10-20,40-80,2671.92
5861,Málaga,Pedregalejo,Venta,Sin_clasificar,,,1.0,,Buen estado,1980-01-01,3,True,True,False,False,True,5.35,2024-10-31,,
5862,Málaga,La Malagueta,Venta,Piso,245906.0,65.7,2.0,1.0,Buen estado,1983-01-01,Bajo,True,True,False,False,False,7.04,2024-11-22,40-80,3742.86
5863,Málaga,La Malagueta,Venta,Piso,420265.0,106.2,3.0,2.0,Buen estado,1988-01-01,5,True,True,True,False,True,5.49,2025-01-03,80-120,3957.3
5864,Málaga,Málaga-Centro,Venta,Estudio,115787.0,30.0,0.0,1.0,Buen estado,1989-01-01,5,True,True,False,True,False,4.46,2025-01-03,0-40,3859.57
5865,Málaga,La Malagueta,Venta,Ático,242546.0,77.5,2.0,1.0,Reformado,1955-01-01,Ático,False,False,True,False,True,5.77,2024-12-09,40-80,3129.63
5866,Málaga,El Palo,Venta,Piso,,74.6,2.0,1.0,Buen estado,1990-01-01,7,True,False,False,False,True,5.31,2024-12-28,40-80,
5867,Málaga,Málaga-Centro,Venta,Ático,298373.0,83.9,3.0,2.0,Buen estado,1996-01-01,Ático,True,False,False,True,False,5.84,2025-01-28,80-120,3556.29
5868,Málaga,El Palo,Venta,Estudio,127776.0,37.1,0.0,1.0,Buen estado,1982-01-01,1,True,False,False,True,False,6.38,2024-10-27,0-40,3444.1
5869,Málaga,La Malagueta,Venta,Piso,217855.0,72.1,2.0,1.0,Obra nueva,2021-01-01,9,False,False,True,True,True,1.87,2024-11-29,40-80,3021.57
5870,Málaga,La Malagueta,Alquiler,Piso,293771.0,89.0,3.0,2.0,Obra nueva,2022-01-01,3,True,True,False,False,False,6.61,2025-04-05,80-120,3300.8
5871,Málaga,La Malagueta,Venta,Piso,211372.0,61.3,2.0,1.0,Buen estado,1985-01-01,4,True,False,False,True,True,8.27,2025-03-07,40-80,3448.16
5872,Málaga,Pedregalejo,Alquiler,Piso,301909.0,77.4,2.0,1.0,Buen estado,1992-01-01,7,True,False,False,True,True,5.49,2024-10-23,40-80,3900.63
5873,Málaga,El Palo,Venta,Piso,445986.0,125.9,4.0,2.0,Reformado,2000-01-01,8,True,True,False,True,False,6.56,2024-12-06,120-160,3542.38
5874,Málaga,Málaga-Centro,Venta,Sin_clasificar,,,6.0,,Buen estado,1975-01-01,6,False,True,True,False,True,4.62,2025-02-21,,
5875,Málaga,Pedregalejo,Venta,Piso,370449.0,92.7,3.0,2.0,Obra nueva,2022-01-01,Bajo,True,True,False,True,False,6.74,2024-11-14,80-120,3996.21
5876,Málaga,Málaga-Centro,Venta,Piso,435554.0,110.5,3.0,2.0,Buen estado,1968-01-01,1,True,False,False,False,True,4.09,2024-12-30,80-120,3941.67
5877,Málaga,Pedregalejo,Venta,Piso,215474.0,59.5,2.0,1.0,Buen estado,1971-01-01,Bajo,True,False,True,False,False,4.51,2025-03-13,40-80,3621.41
5878,Málaga,La Malagueta,Venta,Piso,357083.0,85.4,3.0,2.0,Buen estado,1988-01-01,3,True,True,True,True,False,5.9,2024-12-05,80-120,4181.3
5879,Málaga,El Palo,Venta,Piso,258783.0,82.4,3.0,2.0,Buen estado,1978-01-01,5,False,True,False,False,False,5.85,2025-04-06,80-120,3140.57
5880,Málaga,Pedregalejo,Venta,Piso,252051.0,62.9,2.0,1.0,Buen estado,1988-01-01,9,False,True,False,False,False,5.1,2025-02-24,40-80,4007.17
5881,Málaga,Pedregalejo,Venta,Piso,261902.0,69.6,2.0,1.0,Buen estado,1999-01-01,7,True,False,True,True,False,5.86,2025-01-31,40-80,3762.96
5882,Málaga,Málaga-Centro,Venta,Piso,268532.0,89.7,3.0,2.0,Obra nueva,2018-01-01,4,True,False,False,True,True,7.01,2025-01-29,80-120,2993.67
5883,Málaga,Málaga-Centro,Venta,Piso,354605.0,104.2,3.0,2.0,Obra nueva,2022-01-01,2,True,True,False,True,False,5.76,2025-02-27,80-120,3403.12
5884,Málaga,La Malagueta,Alquiler,Estudio,103031.0,38.2,0.0,1.0,Buen estado,1987-01-01,9,True,True,True,False,True,3.42,2025-02-06,0-40,2697.15
5885,Málaga,Málaga-Centro,Venta,Piso,358507.0,78.1,2.0,1.0,Buen estado,1977-01-01,6,True,True,True,False,True,6.81,2025-02-21,40-80,4590.36
5886,Málaga,Málaga-Centro,Venta,Piso,249425.0,77.6,2.0,1.0,Buen estado,2004-01-01,5,True,False,False,False,False,6.72,2025-03-12,40-80,3214.24
5887,Málaga,Málaga-Centro,Venta,Piso,,68.7,2.0,1.0,A reformar,1971-01-01,9,False,False,False,False,False,7.73,2024-12-09,40-80,
5888,Málaga,Málaga-Centro,Alquiler,Sin_clasificar,,,4.0,1.0,Buen estado,1985-01-01,5,True,False,False,False,False,5.29,2025-01-09,,
5889,Málaga,Málaga-Centro,Alquiler,Piso,,80.9,3.0,2.0,Buen estado,2011-01-01,3,True,False,True,True,False,3.97,2025-03-24,80-120,
5890,Málaga,Málaga-Centro,Venta,Piso,362444.0,102.0,3.0,2.0,Reformado,1973-01-01,4,True,False,False,False,True,5.28,2025-03-22,80-120,3553.37
5891,Málaga,El Palo,Venta,Piso,419488.0,114.2,3.0,2.0,Obra nueva,2023-01-01,4,False,True,True,True,True,7.31,2024-10-20,80-120,3673.27
5892,Málaga,El Palo,Venta,Piso,310192.0,76.8,2.0,1.0,Buen estado,1986-01-01,5,True,True,False,True,False,7.12,2024-11-16,40-80,4038.96
5893,Málaga,Pedregalejo,Venta,Piso,220861.0,67.8,2.0,1.0,Buen estado,1963-01-01,Bajo,True,True,False,True,False,4.34,2025-03-27,40-80,3257.54
5894,Málaga,El Palo,Alquiler,Piso,286882.0,73.9,2.0,1.0,Reformado,1976-01-01,Bajo,True,True,False,False,False,1.89,2025-03-05,40-80,3882.03
5895,Málaga,Pedregalejo,Venta,Ático,269177.0,92.5,3.0,2.0,Buen estado,1991-01-01,Ático,False,False,True,False,True,5.99,2024-12-30,80-120,2910.02
5896,Málaga,El Palo,Venta,Sin_clasificar,,,2.0,1.0,Buen estado,1996-01-01,1,True,True,False,False,True,6.74,2025-03-06,,
5897,Málaga,La Malagueta,Venta,Ático,200316.0,52.3,2.0,1.0,A reformar,2006-01-01,Ático,True,True,False,False,False,4.55,,40-80,3830.13
5898,Málaga,El Palo,Alquiler,Piso,235728.0,64.9,2.0,1.0,Buen estado,2013-01-01,8,False,True,False,False,False,6.41,2025-01-28,40-80,3632.17
5899,Málaga,Málaga-Centro,Alquiler,Piso,426699.0,122.8,4.0,2.0,Buen estado,1974-01-01,3,True,True,False,False,False,7.73,2025-01-28,120-160,3474.75
5900,Málaga,Málaga-Centro,Venta,Piso,,99.5,3.0,2.0,Buen estado,1977-01-01,9,True,True,False,True,True,4.46,2024-10-09,80-120,
5901,Málaga,Málaga-Centro,Venta,Piso,311217.0,64.4,2.0,1.0,Reformado,1976-01-01,2,True,False,False,True,True,3.53,2025-02-13,40-80,4832.56
5902,Málaga,El Palo,Venta,Ático,253170.0,68.0,2.0,1.0,Buen estado,2012-01-01,Ático,True,False,False,False,True,3.27,2025-03-28,40-80,3723.09
5903,Málaga,El Palo,Venta,Piso,389628.0,102.3,3.0,2.0,Buen estado,1985-01-01,Bajo,True,True,False,False,False,,2024-10-30,80-120,3808.68
5904,Málaga,Pedregalejo,Venta,Sin_clasificar,,,3.0,1.0,Buen estado,1955-01-01,8,False,True,False,True,False,3.28,2024-11-11,,
5905,Málaga,Málaga-Centro,Venta,Piso,309076.0,90.2,3.0,2.0,Buen estado,1949-01-01,9,True,True,True,False,False,8.79,2025-01-19,80-120,3426.56
5906,Málaga,Pedregalejo,Venta,Ático,335071.0,113.5,3.0,2.0,Buen estado,1958-01-01,Ático,True,False,False,False,True,6.3,2024-12-29,80-120,2952.17
5907,Málaga,Pedregalejo,Venta,Piso,304996.0,92.1,3.0,2.0,Buen estado,1973-01-01,9,False,False,False,True,True,8.7,2024-11-20,80-120,3311.57
5908,Málaga,La Malagueta,Venta,Piso,191916.0,56.1,2.0,1.0,Reformado,1986-01-01,1,False,True,False,False,False,5.25,2024-11-30,40-80,3420.96
5909,Málaga,Pedregalejo,Venta,Ático,258922.0,83.0,3.0,2.0,Obra nueva,2022-01-01,Ático,True,True,True,True,False,4.24,2025-02-03,80-120,3119.54
5910,Málaga,Pedregalejo,Alquiler,Piso,424003.0,113.3,3.0,2.0,Buen estado,1978-01-01,5,True,False,False,True,False,5.64,2024-10-20,80-120,3742.3
5911,Málaga,Málaga-Centro,Venta,Piso,,120.2,4.0,2.0,Buen estado,1988-01-01,4,True,True,False,False,False,4.44,2025-02-20,120-160,
5912,Málaga,El Palo,Venta,Piso,260661.0,84.0,3.0,2.0,Buen estado,1981-01-01,8,True,True,True,False,False,4.49,2024-11-11,80-120,3103.11
5913,Málaga,Málaga-Centro,Venta,Piso,269836.0,81.4,3.0,2.0,Buen estado,2007-01-01,4,True,False,False,False,False,6.6,2025-02-13,80-120,3314.94
5914,Málaga,El Palo,Venta,Piso,193065.0,53.4,2.0,1.0,A reformar,1968-01-01,9,True,True,False,True,False,3.34,2025-03-28,40-80,3615.45
5915,Málaga,Pedregalejo,Venta,Piso,256562.0,81.8,3.0,2.0,Buen estado,1993-01-01,5,False,True,False,False,True,5.78,2025-01-15,80-120,3136.45
5916,Málaga,El Palo,Alquiler,Piso,311595.0,96.7,3.0,2.0,Buen estado,1982-01-01,Bajo,True,True,True,False,False,5.55,2024-10-29,80-120,3222.29
5917,Málaga,La Malagueta,Venta,Ático,192113.0,74.0,2.0,1.0,Buen estado,1996-01-01,Ático,False,False,False,False,False,5.79,2025-03-05,40-80,2596.12
5918,Málaga,Málaga-Centro,Venta,Piso,282028.0,84.0,3.0,2.0,Buen estado,1996-01-01,1,True,True,False,False,False,5.98,2025-03-03,80-120,3357.48
5919,Málaga,El Palo,Alquiler,Piso,346076.0,86.6,3.0,2.0,Buen estado,1977-01-01,3,False,False,False,True,False,4.81,2025-03-31,80-120,3996.26
5920,Málaga,Málaga-Centro,Venta,Piso,340558.0,77.3,2.0,1.0,Obra nueva,2021-01-01,8,True,True,False,True,True,6.74,2024-12-03,40-80,4405.67
5921,Málaga,Málaga-Centro,Venta,Piso,210109.0,59.3,2.0,1.0,Buen estado,2014-01-01,7,True,False,True,True,False,3.92,2025-01-12,40-80,3543.15
5922,Málaga,La Malagueta,Venta,Piso,380783.0,91.3,3.0,2.0,Buen estado,1973-01-01,2,False,False,True,False,False,3.71,2024-10-22,80-120,4170.68
5923,Málaga,La Malagueta,Venta,Piso,315253.0,94.0,3.0,2.0,Buen estado,2004-01-01,7,True,False,True,True,True,4.57,2024-12-12,80-120,3353.76
5924,Málaga,El Palo,Venta,Piso,322795.0,107.9,3.0,2.0,Buen estado,2002-01-01,6,False,False,False,True,True,6.44,2025-03-09,80-120,2991.61
5925,Málaga,La Malagueta,Venta,Piso,179724.0,59.5,2.0,1.0,Buen estado,1958-01-01,9,True,True,True,False,False,4.87,2024-11-20,40-80,3020.57
5926,Málaga,La Malagueta,Venta,Piso,341898.0,102.5,3.0,2.0,Buen estado,1998-01-01,7,True,False,False,True,False,5.84,2025-02-16,80-120,3335.59
5927,Málaga,El Palo,Venta,Ático,,,1.0,1.0,Obra nueva,2022-01-01,Ático,True,True,False,False,False,4.42,2024-12-18,,
5928,Málaga,El Palo,Venta,Piso,374754.0,92.3,3.0,2.0,Buen estado,1987-01-01,5,True,True,False,False,False,6.33,2024-12-31,80-120,4060.17
5929,Málaga,El Palo,Venta,Piso,220718.0,73.3,2.0,1.0,Buen estado,1969-01-01,9,True,False,False,True,True,5.22,2024-10-29,40-80,3011.16
5930,Málaga,El Palo,Venta,Piso,417592.0,113.5,3.0,2.0,Buen estado,1991-01-01,4,True,False,False,True,False,4.51,2024-12-02,80-120,3679.22
5931,Málaga,Pedregalejo,Venta,Piso,306914.0,79.3,2.0,1.0,Buen estado,1979-01-01,1,True,True,False,False,False,2.76,2024-10-26,40-80,3870.29
5932,Málaga,Pedregalejo,Venta,Piso,274277.0,78.7,2.0,1.0,Buen estado,1981-01-01,7,True,True,False,False,True,5.75,2024-11-18,40-80,3485.1
5933,Málaga,Málaga-Centro,Venta,Piso,276222.0,70.4,2.0,1.0,Obra nueva,2019-01-01,6,True,True,False,True,True,5.93,2025-03-09,40-80,3923.61
5934,Málaga,Pedregalejo,Venta,Piso,299436.0,76.5,2.0,1.0,Buen estado,1986-01-01,9,True,True,False,True,False,5.03,2024-12-13,40-80,3914.2
5935,Málaga,La Malagueta,Venta,Piso,391120.0,101.8,3.0,2.0,Buen estado,1998-01-01,7,False,False,True,False,False,5.02,2024-10-10,80-120,3842.04
5936,Málaga,Pedregalejo,Venta,Piso,419244.0,110.5,3.0,2.0,Obra nueva,2019-01-01,9,True,True,True,False,False,3.22,2025-03-22,80-120,3794.06
5937,Málaga,Pedregalejo,Venta,Sin_clasificar,,,2.0,2.0,Obra nueva,2018-01-01,Bajo,True,False,True,False,False,7.04,2024-12-24,,
5938,Málaga,La Malagueta,Alquiler,Piso,285914.0,87.9,3.0,2.0,Buen estado,1970-01-01,4,True,True,False,False,False,4.66,2025-03-17,80-120,3252.72
5939,Málaga,La Malagueta,Venta,Piso,380112.0,103.6,3.0,2.0,Buen estado,1976-01-01,Bajo,False,True,False,False,True,3.8,2024-11-05,80-120,3669.03
5940,Málaga,Málaga-Centro,Venta,Piso,231158.0,57.0,2.0,1.0,Buen estado,1997-01-01,9,True,True,False,True,False,3.55,2025-03-17,40-80,4055.4
5941,Málaga,Málaga-Centro,Venta,Piso,343646.0,92.6,3.0,2.0,Obra nueva,2023-01-01,9,True,False,False,False,False,5.83,2024-12-10,80-120,3711.08
5942,Málaga,Pedregalejo,Venta,Piso,241307.0,65.9,2.0,1.0,Buen estado,1990-01-01,4,False,False,True,False,False,0.62,2025-02-14,40-80,3661.71
5943,Málaga,Málaga-Centro,Venta,Sin_clasificar,,,1.0,1.0,Buen estado,1995-01-01,3,True,False,False,False,True,6.81,2024-12-24,,
5944,Málaga,El Palo,Venta,Sin_clasificar,,,2.0,1.0,Buen estado,1960-01-01,6,True,True,True,True,False,6.47,2024-12-21,,
5945,Málaga,La Malagueta,Venta,Piso,272689.0,80.0,3.0,2.0,Reformado,1980-01-01,5,True,False,False,False,False,3.31,2024-12-20,80-120,3408.61
5946,Málaga,El Palo,Alquiler,Piso,453176.0,134.85,4.0,2.0,Buen estado,1963-01-01,1,True,True,False,False,True,3.76,2024-12-07,120-160,3360.59
5947,Málaga,Pedregalejo,Alquiler,Piso,380421.0,101.2,3.0,2.0,Buen estado,1967-01-01,2,False,True,True,False,False,0.5,2024-11-14,80-120,3759.1
5948,Málaga,La Malagueta,Venta,Piso,288052.0,83.8,3.0,2.0,Obra nueva,2018-01-01,7,False,True,False,True,True,6.88,2024-12-11,80-120,3437.37
5949,Málaga,Pedregalejo,Venta,Piso,337162.0,98.4,3.0,2.0,Reformado,1970-01-01,9,False,True,False,True,False,5.65,2025-01-04,80-120,3426.44
5950,Málaga,Pedregalejo,Venta,Piso,803912.0,95.3,3.0,2.0,Buen estado,2017-01-01,6,False,True,False,False,True,5.29,2024-10-21,80-120,8435.59
5951,Málaga,La Malagueta,Alquiler,Piso,213886.0,47.6,2.0,1.0,A reformar,1995-01-01,Bajo,True,False,False,False,False,6.4,2025-01-30,40-80,4493.4
5952,Málaga,Pedregalejo,Venta,Piso,411903.0,113.9,3.0,2.0,Buen estado,1990-01-01,4,False,True,True,True,False,3.35,2025-03-19,80-120,3616.36
5953,Málaga,Málaga-Centro,Alquiler,Piso,328816.0,101.1,3.0,2.0,Buen estado,1977-01-01,4,False,False,False,False,False,4.63,2025-03-20,80-120,3252.38
5954,Málaga,Málaga-Centro,Venta,Piso,318895.0,82.0,3.0,2.0,Buen estado,1988-01-01,Bajo,True,False,False,False,True,4.37,2025-03-13,80-120,3888.96
5955,Málaga,Pedregalejo,Venta,Piso,494871.0,135.5,4.0,2.0,Buen estado,1988-01-01,5,True,False,False,True,True,6.82,2024-12-17,120-160,3652.18
5956,Málaga,Málaga-Centro,Venta,Piso,229126.0,82.8,3.0,2.0,Buen estado,1968-01-01,5,True,False,False,False,False,3.61,2024-10-12,80-120,2767.22
5957,Málaga,La Malagueta,Venta,Piso,413979.0,115.6,3.0,2.0,Buen estado,1988-01-01,1,True,False,True,True,False,3.51,,80-120,3581.13
5958,Málaga,El Palo,Venta,Piso,,71.1,2.0,1.0,Buen estado,1988-01-01,7,True,False,False,True,False,6.63,2025-03-23,40-80,
5959,Málaga,Málaga-Centro,Venta,Piso,358439.0,96.3,3.0,2.0,Buen estado,1985-01-01,9,True,False,False,True,False,3.5,2024-10-24,80-120,3722.11
5960,Málaga,Pedregalejo,Venta,Piso,265189.0,71.1,2.0,1.0,Buen estado,1969-01-01,2,True,False,False,True,False,7.3,2024-10-30,40-80,3729.8
5961,Málaga,Málaga-Centro,Venta,Piso,216235.0,65.3,2.0,1.0,Buen estado,1974-01-01,9,False,False,False,False,False,4.44,2025-03-07,40-80,3311.41
5962,Málaga,Pedregalejo,Venta,Piso,310506.0,86.4,3.0,2.0,Buen estado,1960-01-01,1,True,False,False,True,True,6.92,,80-120,3593.82
5963,Málaga,Pedregalejo,Venta,Piso,233274.0,60.5,2.0,1.0,Buen estado,2008-01-01,3,True,True,False,True,False,5.93,2025-03-06,40-80,3855.77
5964,Málaga,Málaga-Centro,Venta,Piso,258293.0,82.4,3.0,2.0,Buen estado,1969-01-01,Bajo,True,True,False,True,False,6.91,,80-120,3134.62
5965,Málaga,La Malagueta,Alquiler,Piso,273253.0,84.0,3.0,2.0,Buen estado,1968-01-01,Bajo,True,False,False,True,True,4.92,2024-11-16,80-120,3253.01
5966,Málaga,Málaga-Centro,Venta,Piso,284148.0,83.2,3.0,2.0,Buen estado,2002-01-01,4,True,False,True,False,True,7.41,2025-01-28,80-120,3415.24
5967,Málaga,El Palo,Venta,Sin_clasificar,,,2.0,1.0,Buen estado,1967-01-01,8,True,False,False,False,True,4.11,2024-11-15,,
5968,Málaga,El Palo,Venta,Ático,,,2.0,1.0,Buen estado,1957-01-01,Ático,False,False,True,False,True,,2025-01-15,,
